Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	Syn-Subs	Nonsyn-Subs	Fold-Syn-Subs(0:2:4)	Fold-Nonsyn-Subs(0:2:4)	Divergence-Distance	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model	kingdom
phage_dfr_Cluster.268_3-phage_dfr_Cluster.268_18	MA	0.0948806	0.898808	0.105563	4.23471e-29	480	104.909	375.091	NA	80	58.0793	21.9207	NA	NA	0.270588	2.61355:2.52618:2.78603:2.76675:1.26501:1	0.380208(0.484375:0.328125:0.328125)	-880.17	NA	NA	NA	phage
phage_dfr_Cluster.268_3-phage_dfr_Cluster.268_1	MA	0.0954295	0.865985	0.110198	2.91407e-27	480	109.045	370.955	NA	81	58.9143	22.0857	NA	NA	0.270481	2.26629:2.1813:1.7949:1.78648:0.605389:1	0.38125(0.4875:0.334375:0.321875)	-876.418	NA	NA	NA	phage
phage_dfr_Cluster.268_3-phage_dfr_Cluster.268_2	MA	0.0893152	0.691502	0.129161	2.58139e-21	480	106.82	373.18	NA	72	49.6131	22.3869	NA	NA	0.223327	3.43248:3.57118:2.4233:2.41715:0.705546:1	0.365625(0.453125:0.33125:0.3125)	-849.892	NA	NA	NA	phage
phage_dfr_Cluster.268_3-phage_dfr_Cluster.268_5	MA	0.0290643	0.294896	0.0985577	1.90646e-11	480	86.2982	393.702	NA	31	21.3848	9.61524	NA	NA	0.0768576	2.87275:3.856:5.12085:3.88841:7.75632:1	0.367708(0.471875:0.325:0.30625)	-736.16	NA	NA	NA	phage
phage_dfr_Cluster.268_3-phage_dfr_Cluster.268_6	MA	0.0968093	1.06121	0.0912256	2.51577e-33	480	102.476	377.524	NA	84	62.8706	21.1294	NA	NA	0.3027	2.53964:2.72269:2.7096:2.64044:1.2143:1	0.375(0.478125:0.33125:0.315625)	-881.371	NA	NA	NA	phage
phage_dfr_Cluster.268_3-phage_dfr_Cluster.268_7	MA	0.0951144	1.08675	0.0875216	7.4031e-35	480	104.481	375.519	NA	85	64.6601	20.3399	NA	NA	0.310963	2.4275:2.40415:2.1991:2.19128:1.3163:1	0.377083(0.478125:0.33125:0.321875)	-881.021	NA	NA	NA	phage
phage_dfr_Cluster.268_3-phage_dfr_Cluster.268_8	MA	0.0941832	1.13868	0.0827127	2.22463e-35	480	106.865	373.135	NA	85	65.9526	19.0474	NA	NA	0.326724	2.66021:2.63395:2.35452:2.31356:0.874261:1	0.378125(0.4875:0.328125:0.31875)	-881.278	NA	NA	NA	phage
phage_dfr_Cluster.268_3-phage_dfr_Cluster.268_9	MA	0.0896685	1.15422	0.0776877	1.00408e-36	480	105.008	374.992	NA	84	65.7571	18.2429	NA	NA	0.322557	2.36321:2.56007:2.13022:2.09695:0.982276:1	0.380208(0.4875:0.33125:0.321875)	-877.743	NA	NA	NA	phage
phage_dfr_Cluster.268_4-phage_dfr_Cluster.268_10	MA	0.0739531	0.978048	0.075613	2.48786e-32	480	115.412	364.588	NA	78	62.961	15.039	NA	NA	0.291336	2.3409:1.5846:1.15594:1.13215:0.370546:1	0.371875(0.484375:0.328125:0.303125)	-861.065	NA	NA	NA	phage
phage_dfr_Cluster.268_4-phage_dfr_Cluster.268_11	MA	0.0880558	0.741924	0.118686	5.84969e-24	480	109.358	370.642	NA	75	53.4853	21.5147	NA	NA	0.237026	2.4636:1.94266:1.45687:1.31279:0.515464:1	0.369792(0.490625:0.325:0.29375)	-856.666	NA	NA	NA	phage
phage_dfr_Cluster.268_4-phage_dfr_Cluster.268_12	MA	0.0955625	0.936451	0.102048	2.99506e-29	480	110.932	369.068	NA	81	60.4699	20.5301	NA	NA	0.289899	2.90548:2.34202:1.7515:1.71865:0.494735:1	0.370833(0.4875:0.328125:0.296875)	-871.92	NA	NA	NA	phage
phage_dfr_Cluster.268_4-phage_dfr_Cluster.268_13	MA	0.0934213	0.960532	0.0972599	3.92751e-32	480	115.746	364.254	NA	85	65.0804	19.9196	NA	NA	0.302515	2.53159:2.02069:1.28019:1.27648:0.403323:1	0.38125(0.49375:0.334375:0.315625)	-881.158	NA	NA	NA	phage
phage_dfr_Cluster.268_4-phage_dfr_Cluster.268_14	MA	0.0812451	0.84236	0.0964495	1.71783e-28	480	123.59	356.41	NA	78	61.026	16.974	NA	NA	0.277216	3.17347:2.06871:1.28657:1.28971:0.319006:1	0.378125(0.490625:0.325:0.31875)	-865.455	NA	NA	NA	phage
phage_dfr_Cluster.268_4-phage_dfr_Cluster.268_15	MA	0.0940813	0.908695	0.103535	3.97389e-30	480	106.655	373.345	NA	82	60.1869	21.8131	NA	NA	0.275086	2.35615:2.03149:1.89493:1.86204:0.777135:1	0.375(0.4875:0.328125:0.309375)	-877.492	NA	NA	NA	phage
phage_dfr_Cluster.268_4-phage_dfr_Cluster.268_17	MA	0.0831385	0.771834	0.107716	3.46486e-26	480	120.044	359.956	NA	77	58.2015	18.7985	NA	NA	0.255376	2.82054:2.05368:1.28146:1.28788:0.340633:1	0.377083(0.4875:0.328125:0.315625)	-859.602	NA	NA	NA	phage
phage_dfr_Cluster.268_4-phage_dfr_Cluster.268_18	MA	0.0890543	0.795469	0.111952	4.17312e-26	480	118.343	361.657	NA	78	58.1167	19.8833	NA	NA	0.263219	3.08284:2.05399:1.54031:1.51984:0.510073:1	0.376042(0.490625:0.325:0.3125)	-869.341	NA	NA	NA	phage
phage_dfr_Cluster.268_4-phage_dfr_Cluster.268_1	MA	0.0905761	0.780155	0.1161	8.91084e-25	480	121.326	358.674	NA	79	58.8137	20.1863	NA	NA	0.264876	2.60684:1.74333:0.921636:0.940824:0.263973:1	0.377083(0.49375:0.33125:0.30625)	-865.159	NA	NA	NA	phage
phage_dfr_Cluster.268_4-phage_dfr_Cluster.268_2	MA	0.0835299	0.784544	0.106469	5.82612e-26	480	105.751	374.249	NA	73	53.0219	19.9781	NA	NA	0.237974	2.73342:2.74541:1.67252:1.67334:0.344963:1	0.361458(0.459375:0.328125:0.296875)	-851.979	NA	NA	NA	phage
phage_dfr_Cluster.268_4-phage_dfr_Cluster.268_3	MA	0.0210186	0.087841	0.23928	0.00305241	480	108.284	371.716	NA	16	8.78444	7.21556	NA	NA	0.0360931	3.31978:2.54835:1.64424:1.5949:1.18701:1	0.36875(0.48125:0.328125:0.296875)	-692.714	NA	NA	NA	phage
phage_dfr_Cluster.268_4-phage_dfr_Cluster.268_5	MA	0.0248332	0.299273	0.0829783	4.79308e-12	480	91.1814	388.819	NA	31	22.8979	8.10215	NA	NA	0.0769662	1.79816:1.83346:2.25913:2.09396:2.00184:1	0.363542(0.478125:0.321875:0.290625)	-735.084	NA	NA	NA	phage
phage_dfr_Cluster.268_4-phage_dfr_Cluster.268_6	MA	0.0916117	0.805013	0.113801	1.70289e-25	480	107.389	372.611	NA	78	55.9196	22.0804	NA	NA	0.251219	2.45241:2.17597:1.68122:1.61954:0.625688:1	0.370833(0.484375:0.328125:0.3)	-869.763	NA	NA	NA	phage
phage_dfr_Cluster.268_4-phage_dfr_Cluster.268_7	MA	0.0914931	0.842235	0.108631	4.97306e-27	480	111.47	368.53	NA	80	58.8606	21.1394	NA	NA	0.265838	2.47583:1.91799:1.41417:1.4044:0.647552:1	0.372917(0.484375:0.328125:0.30625)	-873.367	NA	NA	NA	phage
phage_dfr_Cluster.268_4-phage_dfr_Cluster.268_8	MA	0.0876635	0.850208	0.103108	3.35519e-28	480	117.987	362.013	NA	79	60.0139	18.9861	NA	NA	0.275102	2.89342:2.04995:1.22208:1.15964:0.406263:1	0.373958(0.49375:0.325:0.303125)	-867.57	NA	NA	NA	phage
phage_dfr_Cluster.268_4-phage_dfr_Cluster.268_9	MA	0.0876263	0.871958	0.100494	3.34148e-28	480	109.342	370.658	NA	79	58.9261	20.0739	NA	NA	0.266294	2.49362:2.19639:1.59143:1.5349:0.567504:1	0.376042(0.49375:0.328125:0.30625)	-868.615	NA	NA	NA	phage
phage_dfr_Cluster.268_5-phage_dfr_Cluster.268_18	MA	0.0877149	0.776357	0.112983	2.48636e-26	480	106.227	373.773	NA	77	55.0966	21.9034	NA	NA	0.240115	1.8719:1.74629:1.56326:1.55947:0.807976:1	0.375(0.48125:0.321875:0.321875)	-870.254	NA	NA	NA	phage
phage_dfr_Cluster.268_6-phage_dfr_Cluster.268_10	MA	0.0333582	0.215566	0.154747	2.31043e-08	483	107.482	375.518	NA	31	20.1213	10.8787	NA	NA	0.0739048	3.585:3.47447:3.43405:3.42862:1.15421:1	0.377847(0.484472:0.329193:0.319876)	-751.355	NA	NA	NA	phage
phage_dfr_Cluster.268_6-phage_dfr_Cluster.268_11	MA	0.00884899	0.155328	0.0569698	2.19244e-09	483	110.129	372.871	NA	18	15.0895	2.91054	NA	NA	0.0422478	3.29336:2.66659:2.35543:2.27251:1.45288:1	0.375776(0.490683:0.326087:0.310559)	-696.516	NA	NA	NA	phage
phage_dfr_Cluster.268_6-phage_dfr_Cluster.268_12	MA	0.0318166	0.135233	0.235272	9.35109e-05	483	107.768	375.232	NA	24	13.1928	10.8072	NA	NA	0.0548913	22.9036:22.8856:24.2447:24.3258:5.24081:1	0.376812(0.487578:0.329193:0.313665)	-722.81	NA	NA	NA	phage
phage_dfr_Cluster.268_6-phage_dfr_Cluster.268_13	MA	0.0296377	0.169129	0.175238	1.04116e-06	483	113.458	369.542	NA	27	17.1891	9.81091	NA	NA	0.0624044	2.96158:3.15395:2.39188:2.39214:0.482811:1	0.387164(0.493789:0.335404:0.332298)	-739.648	NA	NA	NA	phage
phage_dfr_Cluster.268_6-phage_dfr_Cluster.268_14	MA	0.0227689	0.140252	0.162342	6.06615e-06	483	113.136	369.864	NA	22	14.3722	7.62779	NA	NA	0.0502876	2.34633:2.68329:1.6049:1.63193:0.678407:1	0.384058(0.490683:0.326087:0.335404)	-722.41	NA	NA	NA	phage
phage_dfr_Cluster.268_6-phage_dfr_Cluster.268_17	MA	0.0245976	0.126144	0.194996	8.84238e-05	483	109.606	373.394	NA	21	12.618	8.38204	NA	NA	0.0476412	4.42066:4.73457:4.28085:4.32799:1.19874:1	0.383023(0.487578:0.329193:0.332298)	-716.43	NA	NA	NA	phage
phage_dfr_Cluster.268_6-phage_dfr_Cluster.268_18	MA	0.0206569	0.108907	0.189674	0.000350852	483	108.306	374.694	NA	18	10.8683	7.13172	NA	NA	0.0404458	3.29169:3.87879:3.19624:3.24872:1.09966:1	0.381988(0.490683:0.326087:0.329193)	-704.783	NA	NA	NA	phage
phage_dfr_Cluster.268_6-phage_dfr_Cluster.268_1	MA	0.0318889	0.171685	0.185741	3.20128e-06	483	115.618	367.382	NA	28	17.6078	10.3922	NA	NA	0.0653524	2.77736:2.57812:1.73477:1.74233:0.531751:1	0.383023(0.493789:0.332298:0.322981)	-744.697	NA	NA	NA	phage
phage_dfr_Cluster.268_6-phage_dfr_Cluster.268_2	MA	0.123389	2.34594	0.052597	1.26409e-59	480	110.202	369.798	NA	104	88.3981	15.6019	NA	NA	0.633659	2.48621:2.43995:1.58625:1.57237:0.445341:1	0.367708(0.45625:0.33125:0.315625)	-917.982	NA	NA	NA	phage
phage_dfr_Cluster.268_6-phage_dfr_Cluster.268_5	MA	0.0916178	0.796044	0.115091	1.42736e-25	480	102.974	377.026	NA	78	54.8758	23.1242	NA	NA	0.242738	1.87662:1.82769:1.67526:1.6404:0.840596:1	0.369792(0.475:0.325:0.309375)	-869.853	NA	NA	NA	phage
phage_dfr_Cluster.268_6-phage_dfr_Cluster.268_7	MA	0.0107144	0.163515	0.0655258	5.48073e-09	483	105.414	377.586	NA	19	15.3883	3.61174	NA	NA	0.044063	1.6289:1.481:1.54717:1.55712:0.95365:1	0.378882(0.484472:0.329193:0.322981)	-703.583	NA	NA	NA	phage
phage_dfr_Cluster.268_6-phage_dfr_Cluster.268_8	MA	0.00871945	0.0997177	0.0874413	2.44798e-06	483	121.884	361.116	NA	14	11.1193	2.88068	NA	NA	0.0316826	3.59917:3.24163:1.71157:1.69282:0.173596:1	0.379917(0.493789:0.326087:0.319876)	-683.488	NA	NA	NA	phage
phage_dfr_Cluster.268_6-phage_dfr_Cluster.268_9	MA	0.0176168	0.160177	0.109983	8.67503e-08	483	106.187	376.813	NA	21	15.1048	5.89518	NA	NA	0.0489586	3.59814:2.60007:3.68127:3.29111:2.49595:1	0.381988(0.493789:0.329193:0.322981)	-711.071	NA	NA	NA	phage
phage_dfr_Cluster.268_7-phage_dfr_Cluster.268_10	MA	0.0265518	0.216124	0.122854	5.33626e-09	483	109.915	373.085	NA	29	20.4657	8.5343	NA	NA	0.0696923	2.77203:2.58874:1.95006:1.873:1.38479:1	0.379917(0.484472:0.329193:0.326087)	-740.579	NA	NA	NA	phage
phage_dfr_Cluster.268_7-phage_dfr_Cluster.268_11	MA	0.0155327	0.199306	0.077934	4.30719e-09	483	104.919	378.081	NA	23	17.957	5.04304	NA	NA	0.0554525	2.96961:1.42891:2.12157:2.09322:3.39027:1	0.377847(0.490683:0.326087:0.31677)	-715.77	NA	NA	NA	phage
phage_dfr_Cluster.268_7-phage_dfr_Cluster.268_13	MA	0.0230169	0.194128	0.118565	1.90023e-08	483	115.649	367.351	NA	27	19.6133	7.38669	NA	NA	0.0639874	2.35442:2.62442:1.45594:1.43315:0.585895:1	0.389234(0.493789:0.335404:0.338509)	-735.741	NA	NA	NA	phage
phage_dfr_Cluster.268_7-phage_dfr_Cluster.268_14	MA	0.0224551	0.205766	0.109129	5.65324e-09	483	101.458	381.542	NA	26	18.4346	7.5654	NA	NA	0.060961	1.47597:1.78572:1.39341:1.20214:1.95585:1	0.386128(0.490683:0.326087:0.341615)	-731.365	NA	NA	NA	phage
phage_dfr_Cluster.268_7-phage_dfr_Cluster.268_17	MA	0.0177878	0.12937	0.137495	2.45414e-06	483	111.39	371.61	NA	19	13.0253	5.97471	NA	NA	0.0435209	2.82756:2.91691:1.91417:1.88336:1.51491:1	0.385093(0.487578:0.329193:0.338509)	-706.451	NA	NA	NA	phage
phage_dfr_Cluster.268_7-phage_dfr_Cluster.268_18	MA	0.0201175	0.149776	0.134318	7.31282e-06	483	94.9487	388.051	NA	20	12.912	7.08803	NA	NA	0.0456059	1.77108:1.94803:2.34892:1.96278:3.59704:1	0.384058(0.490683:0.326087:0.335404)	-711.47	NA	NA	NA	phage
phage_dfr_Cluster.268_7-phage_dfr_Cluster.268_1	MA	0.0261401	0.177244	0.147481	5.07156e-07	483	114.523	368.477	NA	26	17.6329	8.36713	NA	NA	0.0619679	1.65916:1.44466:0.940087:0.929622:0.636459:1	0.385093(0.493789:0.332298:0.329193)	-735.366	NA	NA	NA	phage
phage_dfr_Cluster.268_7-phage_dfr_Cluster.268_2	MA	0.122135	1.26462	0.0965787	2.2984e-39	480	107.588	372.412	NA	98	73.4466	24.5534	NA	NA	0.378214	2.13784:2.11686:1.53761:1.53387:0.740153:1	0.369792(0.45625:0.33125:0.321875)	-913.59	NA	NA	NA	phage
phage_dfr_Cluster.268_7-phage_dfr_Cluster.268_5	MA	0.093757	0.763508	0.122798	2.28776e-24	480	107.085	372.915	NA	78	54.636	23.364	NA	NA	0.243175	2.1947:1.93639:1.65557:1.65243:0.828156:1	0.371875(0.475:0.325:0.315625)	-869.324	NA	NA	NA	phage
phage_dfr_Cluster.268_7-phage_dfr_Cluster.268_8	MA	0.0133405	0.1224	0.108991	3.16152e-06	483	111.938	371.062	NA	17	12.4881	4.51188	NA	NA	0.0386157	1.85748:1.47971:1.38458:1.3998:0.708531:1	0.381988(0.493789:0.326087:0.326087)	-698.382	NA	NA	NA	phage
phage_dfr_Cluster.268_7-phage_dfr_Cluster.268_9	MA	0.0176022	0.182621	0.0963863	7.09476e-09	483	99.4838	383.516	NA	22	16.04	5.96004	NA	NA	0.0515913	2.32319:1.42006:2.37711:2.29293:3.53203:1	0.384058(0.493789:0.329193:0.329193)	-713.483	NA	NA	NA	phage
phage_dfr_Cluster.268_8-phage_dfr_Cluster.268_11	MA	0.00584779	0.136056	0.0429807	3.90068e-09	483	117.721	365.279	NA	16	14.1172	1.88276	NA	NA	0.0375833	3.46882:2.55396:1.77393:1.72511:1.09794:1	0.378882(0.5:0.322981:0.313665)	-686.557	NA	NA	NA	phage
phage_dfr_Cluster.268_8-phage_dfr_Cluster.268_14	MA	0.0213297	0.126011	0.169268	5.27349e-05	483	100.886	382.114	NA	19	11.5774	7.42255	NA	NA	0.0431949	11.5592:14.1785:16.4655:17.7528:10.1157:1	0.387164(0.5:0.322981:0.338509)	-707.74	NA	NA	NA	phage
phage_dfr_Cluster.268_8-phage_dfr_Cluster.268_18	MA	0.0105959	0.114841	0.0922657	2.44881e-06	483	108.514	374.486	NA	15	11.3773	3.62267	NA	NA	0.0340164	1.44336:1.73584:1.24559:1.28135:0.588087:1	0.385093(0.5:0.322981:0.332298)	-690.496	NA	NA	NA	phage
phage_dfr_Cluster.268_8-phage_dfr_Cluster.268_1	MA	0.0238953	0.116197	0.205645	0.000340238	483	112.311	370.689	NA	20	11.9137	8.08635	NA	NA	0.045358	3.38755:3.02711:2.4375:2.4885:1.4541:1	0.386128(0.503106:0.329193:0.326087)	-714.928	NA	NA	NA	phage
phage_dfr_Cluster.268_8-phage_dfr_Cluster.268_2	MA	0.116163	1.86725	0.0622105	9.71317e-53	480	111.565	368.435	NA	102	84.616	17.384	NA	NA	0.523163	2.49323:2.27482:1.56608:1.5668:0.477098:1	0.370833(0.465625:0.328125:0.31875)	-913.759	NA	NA	NA	phage
phage_dfr_Cluster.268_8-phage_dfr_Cluster.268_5	MA	0.0866196	0.767405	0.112873	4.36499e-26	480	111.376	368.624	NA	77	56.0579	20.9421	NA	NA	0.244584	1.9797:1.59216:1.13496:1.08729:0.550734:1	0.372917(0.484375:0.321875:0.3125)	-867.509	NA	NA	NA	phage
phage_dfr_Cluster.268_8-phage_dfr_Cluster.268_9	MA	0.014313	0.174548	0.0820005	5.67257e-09	483	105.787	377.213	NA	21	16.2489	4.7511	NA	NA	0.0494077	2.96906:1.96565:3.17256:2.69312:2.40178:1	0.385093(0.503106:0.326087:0.326087)	-708.297	NA	NA	NA	phage
phage_dfr_Cluster.268_9-phage_dfr_Cluster.268_11	MA	0.0153016	0.110915	0.137958	7.2329e-05	483	95.0863	387.914	NA	15	9.59808	5.40192	NA	NA	0.0341245	9.74984:5.10099:13.04:6.89132:22.1591:1	0.380952(0.5:0.326087:0.31677)	-692.798	NA	NA	NA	phage
phage_dfr_Cluster.268_9-phage_dfr_Cluster.268_14	MA	0.030481	0.22054	0.13821	3.17397e-08	483	102.387	380.613	NA	30	19.8179	10.1821	NA	NA	0.0707698	3.1594:3.01492:3.76221:3.70503:3.32406:1	0.389234(0.5:0.326087:0.341615)	-747.174	NA	NA	NA	phage
phage_dfr_Cluster.268_9-phage_dfr_Cluster.268_18	MA	0.0224061	0.132779	0.168748	2.0131e-05	483	103.156	379.844	NA	20	12.3353	7.66473	NA	NA	0.0459788	10.9002:7.51294:10.6135:10.4036:13.9997:1	0.387164(0.5:0.326087:0.335404)	-710.175	NA	NA	NA	phage
phage_dfr_Cluster.268_9-phage_dfr_Cluster.268_1	MA	0.0205583	0.220203	0.093361	3.35143e-10	483	114.337	368.663	NA	28	21.5214	6.47857	NA	NA	0.0678186	2.83996:2.28164:1.89867:1.90814:1.10958:1	0.388199(0.503106:0.332298:0.329193)	-736.868	NA	NA	NA	phage
phage_dfr_Cluster.268_9-phage_dfr_Cluster.268_2	MA	0.11307	1.88364	0.0600274	6.06287e-52	480	107.493	372.507	NA	99	81.9523	17.0477	NA	NA	0.509577	2.78579:2.76378:2.28378:2.27984:0.73258:1	0.372917(0.465625:0.33125:0.321875)	-908.224	NA	NA	NA	phage
phage_dfr_Cluster.268_9-phage_dfr_Cluster.268_5	MA	0.0885952	0.843229	0.105067	4.65951e-28	480	105.661	374.339	NA	79	57.5704	21.4296	NA	NA	0.254711	2.05742:2.04605:1.66254:1.63809:0.70248:1	0.375(0.484375:0.325:0.315625)	-868.928	NA	NA	NA	phage
phage_dfr_Cluster.271_1-phage_dfr_Cluster.271_2	MA	0.0552116	0.654464	0.0843615	6.03569e-24	477	93.7159	383.284	NA	58	43.1218	14.8782	NA	NA	0.172946	1.65647:3.21055:1.08663:1.07073:0.599275:1	0.33543(0.399371:0.301887:0.305031)	-815.802	NA	NA	NA	phage
phage_dfr_Cluster.271_1-phage_dfr_Cluster.271_3	MA	0.0618149	0.801738	0.0771011	5.68102e-28	477	86.6195	390.381	NA	62	46.0117	15.9883	NA	NA	0.196179	2.869:5.47263:2.4204:2.37802:0.96015:1	0.32914(0.399371:0.314465:0.273585)	-817.746	NA	NA	NA	phage
phage_dfr_Cluster.271_3-phage_dfr_Cluster.271_2	MA	0.0497583	0.453016	0.109838	7.31786e-16	477	88.6794	388.321	NA	46	31.0607	14.9393	NA	NA	0.124728	4.54544:5.34351:4.79166:4.51836:2.37008:1	0.331237(0.402516:0.320755:0.27044)	-785.428	NA	NA	NA	phage
phage_dfr_Cluster.271_4-phage_dfr_Cluster.271_1	MA	0.0541972	0.567922	0.0954307	1.53095e-19	477	93.7592	383.241	NA	54	38.8469	15.1531	NA	NA	0.155175	2.46099:3.32467:2.11298:2.09108:1.2048:1	0.33543(0.393082:0.311321:0.301887)	-810.136	NA	NA	NA	phage
phage_dfr_Cluster.271_4-phage_dfr_Cluster.271_2	MA	0.0440043	0.310317	0.141804	6.15196e-10	477	92.7914	384.209	NA	38	23.9423	14.0577	NA	NA	0.0958105	2.49125:2.99277:2.54593:2.35273:1.44788:1	0.337526(0.396226:0.31761:0.298742)	-773.506	NA	NA	NA	phage
phage_dfr_Cluster.271_4-phage_dfr_Cluster.271_3	MA	0.0353551	0.139218	0.253956	0.00068554	477	95.2112	381.789	NA	24	11.891	12.109	NA	NA	0.0560866	13.4899:13.8021:14.2665:14.2001:0.896251:1	0.331237(0.396226:0.330189:0.267296)	-723.903	NA	NA	NA	phage
phage_dfr_Cluster.271_5-phage_dfr_Cluster.271_1	MA	0.0525693	0.577222	0.091073	3.94562e-20	477	84.1998	392.8	NA	52	36.4947	15.5053	NA	NA	0.145181	1.44565:2.90823:1.68927:1.5953:0.69556:1	0.334382(0.402516:0.311321:0.289308)	-803.981	NA	NA	NA	phage
phage_dfr_Cluster.271_5-phage_dfr_Cluster.271_2	MA	0.0322972	0.311142	0.103802	2.87877e-11	477	83.6088	393.391	NA	32	21.4996	10.5004	NA	NA	0.0811733	4.74717:5.43824:6.04443:5.56495:5.60373:1	0.336478(0.40566:0.31761:0.286164)	-746.475	NA	NA	NA	phage
phage_dfr_Cluster.271_5-phage_dfr_Cluster.271_3	MA	0.0297983	0.113364	0.262854	0.00123494	477	89.7045	387.295	NA	20	9.36829	10.6317	NA	NA	0.0455137	7.41886:8.35518:7.77701:7.6541:1.02047:1	0.330189(0.40566:0.330189:0.254717)	-708.832	NA	NA	NA	phage
phage_dfr_Cluster.271_5-phage_dfr_Cluster.271_4	MA	0.0267907	0.118739	0.225626	0.000634298	477	99.7909	377.209	NA	20	10.7941	9.20591	NA	NA	0.0460269	4.13954:4.22465:3.24277:3.15951:0.583671:1	0.336478(0.399371:0.327044:0.283019)	-714.341	NA	NA	NA	phage
phage_dfr_Cluster.271_5-phage_dfr_Cluster.271_6	MA	0.0705998	0.70685	0.0998794	3.68963e-24	477	94.0773	382.923	NA	65	46.2127	18.7873	NA	NA	0.196086	2.83648:3.70065:2.00945:1.82748:0.65261:1	0.32914(0.40566:0.308176:0.273585)	-826.993	NA	NA	NA	phage
phage_dfr_Cluster.271_5-phage_dfr_Cluster.271_7	MA	0.0545142	0.237199	0.229825	1.19315e-06	477	105.993	371.007	NA	39	21.6132	17.3868	NA	NA	0.0951082	2.63876:2.58002:1.5287:1.48198:0.270359:1	0.340671(0.408805:0.31761:0.295597)	-774.533	NA	NA	NA	phage
phage_dfr_Cluster.271_6-phage_dfr_Cluster.271_1	MA	0.046215	0.420476	0.109911	7.90228e-15	480	98.1183	381.882	NA	45	31.5175	13.4825	NA	NA	0.122719	5.54548:6.06568:5.40521:5.41632:1.05554:1	0.330208(0.403125:0.290625:0.296875)	-777.618	NA	NA	NA	phage
phage_dfr_Cluster.271_6-phage_dfr_Cluster.271_2	MA	0.0838978	0.930054	0.0902074	5.17372e-30	477	104.122	372.878	NA	76	57.4431	18.5569	NA	NA	0.2686	3.87459:4.2189:2.36482:2.32631:0.498307:1	0.330189(0.402516:0.298742:0.289308)	-845.894	NA	NA	NA	phage
phage_dfr_Cluster.271_6-phage_dfr_Cluster.271_3	MA	0.0630409	1.04997	0.0600406	6.72248e-35	477	88.9756	388.024	NA	67	53.0971	13.9029	NA	NA	0.247135	3.78592:7.70296:1.57949:1.49453:0.680895:1	0.323899(0.402516:0.311321:0.257862)	-817.173	NA	NA	NA	phage
phage_dfr_Cluster.271_6-phage_dfr_Cluster.271_4	MA	0.0648539	0.738244	0.0878489	2.45692e-25	477	101.366	375.634	NA	64	48.2821	15.7179	NA	NA	0.207955	4.3062:5.30699:2.54146:2.48806:0.855612:1	0.330189(0.396226:0.308176:0.286164)	-819.983	NA	NA	NA	phage
phage_dfr_Cluster.271_6-phage_dfr_Cluster.271_7	MA	0.0590962	0.603305	0.0979542	5.50473e-21	477	103.017	373.983	NA	57	42.0477	14.9523	NA	NA	0.176628	6.15494:7.27372:4.48532:4.37976:0.72846:1	0.334382(0.40566:0.298742:0.298742)	-808.25	NA	NA	NA	phage
phage_dfr_Cluster.271_7-phage_dfr_Cluster.271_1	MA	0.0413387	0.539036	0.0766901	4.99552e-20	477	97.9835	379.016	NA	49	37.7897	11.2103	NA	NA	0.143574	4.01547:5.8738:3.57132:3.56453:0.773047:1	0.339623(0.402516:0.301887:0.314465)	-787.997	NA	NA	NA	phage
phage_dfr_Cluster.271_7-phage_dfr_Cluster.271_2	MA	0.0588492	0.388298	0.151557	3.34444e-12	477	108.351	368.649	NA	50	32.9891	17.0109	NA	NA	0.133684	2.74631:2.90629:1.66677:1.64096:0.289462:1	0.341719(0.40566:0.308176:0.311321)	-806.273	NA	NA	NA	phage
phage_dfr_Cluster.271_7-phage_dfr_Cluster.271_3	MA	0.0556232	0.266311	0.208866	1.29879e-07	477	106.118	370.882	NA	41	23.6996	17.3004	NA	NA	0.102495	4.16335:4.00101:2.24725:2.22306:0.240116:1	0.33543(0.40566:0.320755:0.279874)	-773.937	NA	NA	NA	phage
phage_dfr_Cluster.271_7-phage_dfr_Cluster.271_4	MA	0.0521439	0.163891	0.318162	0.000776682	477	109.287	367.713	NA	33	15.9382	17.0618	NA	NA	0.0777468	3.90951:4.31328:2.25401:2.2208:0.324817:1	0.341719(0.399371:0.31761:0.308176)	-762.96	NA	NA	NA	phage
phage_dfr_Cluster.272_1-phage_dfr_Cluster.272_2	MA	0.0634803	0.423695	0.149825	7.18303e-14	480	106.991	373.009	NA	54	35.4716	18.5284	NA	NA	0.143771	24.4915:25.1177:24.2409:24.2375:10.2628:1	0.4(0.471875:0.328125:0.4)	-819.859	NA	NA	NA	phage
phage_dfr_Cluster.272_1-phage_dfr_Cluster.272_3	MA	0.0487049	0.301994	0.161278	1.15428e-09	480	97.9591	382.041	NA	40	24.5552	15.4448	NA	NA	0.100396	14.0053:28.016:20.1734:20.128:7.82058:1	0.409375(0.48125:0.340625:0.40625)	-784.866	NA	NA	NA	phage
phage_dfr_Cluster.272_1-phage_dfr_Cluster.272_4	MA	0.0344026	0.395246	0.0870409	2.29413e-16	480	97.8199	382.18	NA	42	31.3417	10.6583	NA	NA	0.107939	1.53282:1.69654:1.80075:1.78343:1.54624:1	0.404167(0.484375:0.33125:0.396875)	-785.539	NA	NA	NA	phage
